Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
48.89,Female,114.9,1.91,161.08,124.95,60.99,1.38,1214.4,Cardio,31.35449347,3.21,1.99,1,31.5,3.01,-0.02,222.32,89,59.62,2714,Other,Dinner,Balanced,1.84,1501.31,293.55,415.98,Raw,17.7,26.31,4.98,Calf Raises,4.99,20.14,Improves posture and strengthens upper back,371.05,"Biceps, Forearms",Bench or Sturdy Surface,Advanced,Chest,Triceps,Face pulls,31.49584715,1781.86,0.4990740013,0.774586597,0.6390248776,0.7757015148,1499.6,78.873687,1024.098,1.39E+20,Very High
55.49,Female,67.75,1.58,188.89,141.96,52.28,1.45,959.61,Yoga,28.03198462,1.9,1.99,1.03,27.14,4.01,-0.01,255.03,102.79,68.51,1830,Other,Lunch,Vegetarian,9.09,1387.5,222.83,423.27,Grilled,56.25,23.13,4.46,Bicycle Crunches,5.01,24.83,Strengthens shoulders,345.91,Full Core,Bench or Chair,Advanced,Arms,Quads,Romanian deadlifts,27.13908028,2047.87,0.4981370888,1.517195572,0.6564673157,0.7515485203,870.39,48.75833042,1003.139,7.86E+19,Medium
37.41,Female,70.75,1.77,161.96,123.77,51.76,1.01,666.6,Yoga,24.66856379,1.71,1.97,1,22.58,2.97,0.01,187.41,73.85,49.7,1855,Other,Lunch,Paleo,1.48,1485.72,246.91,109.63,Steamed,38.84,23.36,3.68,Dragon Flags,5.01,16.11,Improves hip power and cardiovascular fitness,351.34,"Chest, Triceps",Box or Platform,Beginner,Chest,Lower Chest,Hyperextensions,22.5829104,1492.34,0.5023252074,1.043816254,0.6534482759,0.7642010373,1188.4,53.29699112,709.7068,8.92E+19,High
22.48,Male,107.93,1.74,195.03,137.75,63.01,1.35,891.81,Yoga,35,2.19,2.01,1.01,35.65,3.03,0.04,292.05,116.72,78.14,2751,Other,Lunch,Low-Carb,20.49,962.57,174.45,206.64,Grilled,40.2,59.3,2.7,Plank,4.99,19.02,Strengthens triceps and chest,370.78,"Shoulders, Upper Back",Bench or Step,Intermediate,Abs,Anterior,Seated cable rows,35.64869864,2338.34,0.4995851758,1.081441675,0.5661263445,0.7063015946,1859.19,70.1545,1001.106,1.39E+20,Very High
29.17,Female,121.25,1.87,188.05,130.14,52.14,1.3,936.78,Yoga,34.64387413,3.19,4,2.01,34.67,3.01,-0.01,251.61,100.13,66.55,3217,Other,Snack,Paleo,46.08,385.49,43.45,400.29,Baked,13.08,59.52,3,Thrusters,5.01,23.03,Builds back strength,363.08,Full Core,Step or Box,Beginner,Arms,Upper,Towel pull-up,34.67356802,2005.91,0.5017373661,0.825814433,0.5739092046,0.6920499867,2280.22,79.24430262,944.008,1.17E+20,Very High
52.91,Female,67.83,1.55,163.73,130.96,65.16,1.41,1524.07,Strength,26.01371178,2.21,3.98,2.01,28.23,2.98,0,246.09,99.1,66.31,2056,Other,Dinner,Low-Carb,10.3,486.84,106.49,284.69,Boiled,23.9,68.2,3.34,Push Ups,5.01,23.12,Strengthens core and improves mobility,360.85,"Core, Shoulders, Hips",None or Dumbbell,Intermediate,Chest,Wrist Extensors,Military press,28.23309053,1977.55,0.4977674395,1.461005455,0.6675459065,0.7998534172,531.93,50.1848993,1017.597,1.11E+20,Very High
52.29,Male,44.21,1.62,179.19,121.1,61.14,1.4,925.68,Yoga,21.42268128,1.62,3.01,1.02,16.85,2.02,1.02,239.9,96.23,63.8,1310,Other,Breakfast,Keto,13.45,2101.71,243.2,402.39,Raw,38.73,100.57,3.01,Glute Bridges,3.99,24.98,Builds calf muscles,329.99,"Upper Chest, Triceps",Bench or Step,Intermediate,Legs,Lower,Bicep Curls,16.84575522,1918.72,0.5001250834,2.176656865,0.5079203727,0.6758189631,384.32,34.73903261,923.972,5.35E+19,Low
37.07,Female,70.63,1.64,161.89,119.96,73.03,1.11,1064.71,Cardio,25.93703573,1.7,3.01,1.99,26.26,4,0,247.45,99.54,66.1,1861,Other,Dinner,Vegan,20.03,1860.77,4.99,488.36,Boiled,10.05,97.65,3.51,Russian Twists,5,14.95,Strengthens lower body,367.42,"Legs, Shoulders, Core",Cable Machine or Resistance Band,Beginner,Legs,Triceps,Donkey kicks,26.26041047,1982.86,0.4991779551,1.409316155,0.5281341436,0.7409969733,796.29,52.31067166,815.6724,1.29E+20,Very High
50.82,Female,48.6,1.76,198.95,154.9,74.09,1.46,961.85,Yoga,21.60604168,3.49,2.02,1,15.69,1.99,4,386.9,154.74,103.22,1447,Other,Dinner,Balanced,30.55,2426.84,244.35,496.59,Boiled,39.07,39.55,2.16,Wall Angels,4.01,16.02,Advanced core exercise,333.93,"Glutes, Hamstrings",Parallel Bars or Chair,Advanced,Arms,Wrist Flexors,Bicep Curls,15.68956612,3095.54,0.4999450823,3.183950617,0.6472048695,0.7785875848,485.15,38.09946375,975.0756,5.89E+19,Low
34.73,Female,63.71,1.74,198.03,143.27,71,1.03,740.98,Yoga,21.28992139,2.72,4.04,1.99,21.04,2.01,0,238.71,95.7,64.14,1950,Other,Snack,Low-Carb,42.8,583.31,13.2,155.46,Grilled,11.26,65.1,4.02,Box Jumps,4.98,22.12,Isolates and strengthens triceps,341.86,"Glutes, Hamstrings",Cable Machine or Resistance Band,Advanced,Shoulders,Anterior,Seated calf raises,21.04307042,1914.9,0.4986370045,1.502118977,0.5689207274,0.723476241,1209.02,50.14619108,704.2316,7.14E+19,Medium
21.68,Male,71.26,1.77,196.96,158.13,56.01,1.5,1322.4,Cardio,25.3903796,1.81,2.98,1.02,22.75,2.01,-0.01,245.27,98.28,64.87,1873,Other,Lunch,Low-Carb,6.99,806.7,244.03,205.03,Raw,11.02,44.75,1.24,Bicycle Crunches,4.01,19.06,Improves lower back strength,342.67,"Full Body, Core, Shoulders",Bench or Chair,Advanced,Abs,Grip Strength,Plate pinch,22.74569887,1958.03,0.5010546314,1.379174853,0.7245122384,0.8028533712,550.6,53.1668155,1028.01,7.28E+19,Medium
28.91,Male,80.56,1.98,159.94,145.46,49.85,1.66,1293.8,Yoga,23.8872467,3.5,5,2.99,20.55,2.99,0,241.02,97.21,64.57,2369,Other,Breakfast,Balanced,26.81,1844.24,257.95,432.75,Grilled,11.04,10.93,4.67,Incline Push-ups,3.99,15.05,Builds lower body power and endurance,334.7,"Quadriceps, Hamstrings, Glutes",Barbell,Beginner,Back,Grip Strength,Barbell hip thrusts,20.54892358,1934.05,0.4984772886,1.206678252,0.8684712508,0.9094660498,1075.2,61.31643406,1111.204,6.00E+19,Low
45.63,Female,103.23,1.77,194.08,148.25,53.96,1.19,1437.28,HIIT,33.96185828,2.89,1.96,1,32.95,2.99,0,164.13,65.72,44.37,2591,Other,Breakfast,Low-Carb,34.8,1068.66,242.25,343.48,Steamed,32.13,80.32,2.59,Bird Dogs,4.98,18.1,Strengthens back and improves posture,336,Quadriceps,Pull-up Bar,Advanced,Abs,Anterior,Barbell hip thrusts,32.95030164,1318.73,0.4978426213,0.6366366366,0.6729232087,0.7638602638,1153.72,68.17117369,799.68,6.20E+19,Low
41.15,Female,82.03,1.87,167.04,127.67,59.01,1.88,1955.2,Cardio,23.16488785,3.49,4.98,3,23.46,3.01,-0.03,312.89,125.5,84.07,2264,Other,Dinner,Vegan,38.34,1196.2,152.97,413.56,Baked,60.73,48.69,1.22,Mountain Climbers,4.99,18.99,Builds unilateral leg strength and balance,343.34,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Advanced,Forearms,Lateral,Seated cable rows,23.45791987,2510.19,0.4985917401,1.529928075,0.6355641951,0.7643079502,308.8,63.0278425,1290.9584,7.39E+19,Medium
48.57,Male,61.11,1.87,180.12,130.85,61.25,1.14,1502.29,HIIT,19.38474913,3,4.01,1.98,17.48,1.99,0,197.33,79.51,52.7,1912,Other,Dinner,Low-Carb,26.25,374.76,37.91,352.86,Raw,19.18,88.68,2.39,Turkish Get-ups,4.01,25.03,Improves shoulder health and posture,333.66,"Legs, Core",Bench or Sturdy Surface,Beginner,Abs,Anterior,Wrist curl,17.47547828,1581.66,0.4990453068,1.301096384,0.5855135863,0.7264601377,409.71,49.26397981,760.7448,5.85E+19,Low
33.56,Male,68.02,1.68,168.86,128.14,56.92,0.67,812.17,HIIT,22.78041103,3.42,2,1.02,24.1,2.01,4,427.78,170.68,114.26,1949,Other,Dinner,Paleo,42.44,1722.57,17.94,137.69,Grilled,51.25,109.2,3.69,Bulgarian Split Squats,3.99,15.01,Strengthens shoulders,364.14,"Obliques, Core",Resistance Band or Cable Machine,Advanced,Legs,Posterior,Military press,24.10005669,3422.18,0.5000087663,2.509261982,0.6362336966,0.7588534881,1136.83,52.52476441,487.9476,1.20E+20,Very High
25.01,Male,66.75,1.61,184.23,166.11,55.77,1.39,1222.09,Cardio,26.70413555,3.01,2.01,1,25.75,3.99,1.01,273.12,108.67,72.54,1682,Other,Lunch,Balanced,19.45,197.2,22.52,478.36,Roasted,13.26,113.42,1.3,Turkish Get-ups,4.99,17.98,Advanced core exercise,369.78,Core,Box or Platform,Beginner,Back,Lateral,Barbell squats,25.75132132,2180.02,0.5011330171,1.628014981,0.8589444185,0.9016446833,459.91,48.92498952,1027.9884,1.36E+20,Very High
38.01,Male,81.89,1.7,186.86,148.08,58,1.52,1185.6,Yoga,24.52075786,3.5,5.01,3,28.34,2.01,0.01,204.12,81.94,54.4,2432,Other,Lunch,Balanced,50.09,768.38,82.23,359.36,Grilled,30.96,33.97,2.49,Lunges,3,14.96,Strengthens back and improves posture,139.1,Full Core,Low Bar or TRX,Beginner,Shoulders,Lower Chest,Dumbbell rows,28.33564014,1633.84,0.4997306958,1.000610575,0.6990532361,0.792464947,1246.4,61.80995139,422.864,4.67E+16,Low
42.17,Male,50.25,1.64,176.68,150.24,62.02,0.64,774.4,HIIT,24.9151347,2.41,2.97,1,18.68,3,0.01,207.38,82.99,55.32,1591,Other,Dinner,Balanced,33.3,2212.61,56.27,110.68,Fried,46.35,9.02,1.08,Prone Cobras,3.98,21.08,Builds explosive power,366.15,Full Core,Bench or Chair,Intermediate,Legs,Quads,Barbell rows,18.68307555,1659.36,0.4999035773,1.651542289,0.769405198,0.8503509169,816.6,37.73014481,468.672,1.25E+20,Very High
19.01,Female,46.66,1.63,183.81,127.75,62.98,1.35,1784.97,HIIT,18.25590218,1.61,4.01,2.02,17.56,3,-0.03,175.18,71.05,46.67,1359,Other,Breakfast,Vegetarian,5.47,638.27,293.49,366.66,Steamed,19.73,65.58,3.51,Resistance Band Pull-Aparts,4.02,16.95,Improves core rotation strength,332.35,"Lower Back, Glutes",Bench or Sturdy Surface,Advanced,Abs,Posterior,Leg curls,17.56182017,1404.95,0.4987508452,1.522717531,0.5360423736,0.6950111528,-425.97,38.14179604,897.345,5.67E+19,Low
28.95,Female,86.77,1.65,182.9,128.2,70.87,1.65,1934.96,Strength,31.35942373,3.52,4.01,3.03,31.87,3.01,-0.03,194.48,77.92,51.36,2282,Other,Dinner,Vegetarian,35.01,240.8,260.16,153.23,Boiled,27.69,105.47,4.12,Tricep Dips,5.01,16.94,Improves core rotation strength,348.26,"Quadriceps, Calves, Glutes",Dumbbells,Beginner,Legs,Upper,Dumbbell curls,31.87144169,1551.84,0.5012887927,0.8980062233,0.5117379273,0.7009294697,347.04,59.55942803,1149.258,8.30E+19,Medium
52.15,Male,85.57,1.8,190.11,136.3,66.11,1.69,1315.16,Yoga,24.00780031,3.52,4.99,2.97,26.41,2.99,0,212.49,85.77,56.85,2391,Other,Dinner,Vegetarian,32.55,1475.75,106.11,114.06,Raw,59.35,47.66,1.98,Superman,5,20.99,Targets lower chest,360.24,"Quadriceps, Calves, Glutes",Wall,Intermediate,Shoulders,Posterior,Concentration curls,26.41049383,1704.69,0.4986009186,1.002337268,0.5660483871,0.7169533428,1075.84,65.02652528,1217.6112,1.09E+20,High
18.21,Female,61.03,1.79,191.44,125.73,69.05,1.11,732.6,Yoga,22.42039896,2.12,2.01,1,19.05,1.99,0.01,201.48,80.79,53.16,1619,Other,Dinner,Vegetarian,16.28,1231.65,265.3,369.98,Boiled,7.77,111.86,1.52,Dragon Flags,4,24.05,Targets obliques and improves core rotation,329.76,"Quadriceps, Hamstrings, Glutes",Resistance Band or Cable Machine,Intermediate,Legs,Triceps,Decline dumbbell flyes,19.04747043,1607.52,0.5013436847,1.323775193,0.4631097312,0.656759298,886.4,47.34683052,732.0672,5.32E+19,Low
42.91,Male,57.57,1.79,174.78,166.14,61.87,1.98,2311.25,Strength,22.04629533,2.7,4.02,2.97,17.97,1.99,-0.01,257.09,102.84,69.28,1513,Other,Snack,Low-Carb,11.98,1862.62,102.19,387.68,Fried,11.38,84.82,2.88,Push Ups,4.02,21.01,Builds explosive upper body power,342.71,"Full Body, Core, Shoulders",Resistance Band or Cable Machine,Beginner,Shoulders,Triceps,Crunches,17.96760401,2063.24,0.4984199608,1.786347056,0.923478877,0.9505664264,-798.25,44.87794778,1357.1316,7.28E+19,Medium
34.04,Male,58.8,1.62,178.11,150.09,56.08,1.14,1093.49,Cardio,24.99463268,2.39,4,1.99,22.41,2.98,-0.02,207.84,82.36,54.49,1678,Other,Dinner,Low-Carb,45.63,1690.43,281.81,206.71,Roasted,38.98,66.22,3.2,Deadlift,4.02,14.93,Improves unilateral leg strength and balance,340.8,"Back, Hamstrings, Glutes",Bench or Chair,Advanced,Arms,Anterior,Hammer curls,22.40512117,1651.21,0.5034853229,1.400680272,0.7703843317,0.842681489,584.51,44.10315599,777.024,6.96E+19,Medium
35.82,Female,57.64,1.77,175.91,147.18,63.11,1.65,1716,Cardio,18.76986689,2.71,3.96,3,18.4,2.99,-0.02,204.12,81.4,53.9,1608,Other,Dinner,Keto,39.25,1007.86,279.66,309.56,Steamed,55.33,34.65,3.8,Zottman Curls,4.01,20.97,Improves core stability and upper body strength,358.09,"Shoulders, Upper Back",Resistance Band,Advanced,Chest,Lats,Fat grip dumbbell curl,18.39828913,1627.18,0.5017760789,1.41221374,0.7453014184,0.8366778466,-108,46.82104872,1181.697,1.04E+20,High
47,Male,45.79,1.93,166.25,158.92,65.14,1.3,1716,HIIT,16.24846734,2.01,2.99,2,12.29,2.99,-0.03,287.91,114.32,76.28,1401,Other,Dinner,Balanced,0.72,712.08,92.59,203.87,Boiled,49.5,81.65,4.47,Reverse Lunges,5,14.97,Improves balance and coordination,356.92,"Triceps, Chest",Bench or Sturdy Surface,Beginner,Chest,Posterior,Decline cable crossovers,12.29294746,2295.44,0.5017077336,2.496614981,0.9275046979,0.9559097744,-315,38.3498268,927.992,1.01E+20,High
33.23,Male,78.79,1.66,161.52,155.97,69.07,1.29,1392.04,Strength,30.57894788,1.91,4,1.99,28.59,3,0,177.4,71.48,47.82,2074,Other,Dinner,Vegetarian,36.77,1807.61,83.52,483.39,Boiled,24.81,52.84,1.19,Deadlift,4,16.88,Improves hip power and cardiovascular fitness,343.25,"Obliques, Core",Dumbbells,Advanced,Chest,Triceps,Russian twists,28.59268399,1425.9,0.4976506066,0.9072217286,0.93996755,0.9656389302,681.96,54.69684697,885.585,7.38E+19,Medium
44.94,Male,51.89,1.85,186.31,161.01,73.33,1.19,1178.1,Strength,17.16701786,2.5,3.03,1,15.16,3.01,0,243.27,97.08,64.8,1395,Other,Dinner,Keto,6.2,2021.08,131.58,432.65,Grilled,58.24,62.53,1.93,Mountain Climbers,4,14.99,Targets lower abs,310.65,"Legs, Shoulders, Core",Resistance Band or Cable Machine,Intermediate,Legs,Posterior,Cable crossovers,15.1614317,1944.6,0.5004011108,1.870880709,0.7760665605,0.8642048199,216.9,42.98203443,739.347,3.27E+19,Low
52.56,Male,104.83,1.99,186.9,130.56,67.29,0.93,818.4,Cardio,27.27592663,2,2,1,26.47,3,1.02,289.52,115.82,77.23,2632,Other,Dinner,Paleo,47.55,1347.85,237.46,437.3,Raw,26.99,60.84,4.02,Lunges,4.99,23.02,Targets lower abs,374.04,"Core, Obliques",Step or Box,Beginner,Arms,Anterior,Dumbbell rows,26.47155375,2316.43,0.4999417207,1.104836402,0.5289691497,0.6985553772,1813.6,76.23664612,695.7144,1.49E+20,Very High
21.9,Female,88.29,1.62,174.09,161.79,68.88,1.89,1475.33,Yoga,34.75951334,3.5,4.99,3.01,33.64,4,4,396.31,159.59,106.4,2667,Other,Lunch,Paleo,26.04,251.11,275.84,432.14,Steamed,33.74,35.2,3.13,Inverted Rows,5.01,24.05,Improves unilateral leg strength and balance,351.23,Triceps,Bench or Sturdy Surface,Intermediate,Arms,Wrist Flexors,Wrist extension,33.64197531,3181.2,0.4983151012,1.807565976,0.8830909609,0.9293468895,1191.67,57.60082567,1327.6494,8.90E+19,High
47.27,Female,45.81,1.93,165.91,158.75,65.21,1.3,1402.83,Strength,13.02198959,2,3.01,1.99,12.3,3.01,0.01,285.7,113.85,76.4,1218,Other,Dinner,Paleo,1.04,686.79,92.18,202.97,Fried,49.04,80.97,4.52,Scissors Kicks,5.01,15.03,Builds upper body strength,356.96,"Quadriceps, Glutes",Barbell,Beginner,Arms,Lower Chest,Concentration curls,12.29831673,2285.8,0.4999562516,2.485265226,0.928897716,0.9568440721,-184.83,39.84462657,928.096,1.02E+20,High
49.91,Female,42.62,1.53,167.91,154.81,65.09,1.41,1524.07,Strength,22.46600573,2.39,4.02,2.01,18.21,1.99,2,311.61,124.92,83.22,1333,Other,Lunch,Vegetarian,28.54,1436.54,164.56,158.16,Fried,11.7,98.52,2.52,Bicycle Crunches,3.98,16.03,Strengthens lower body,334.23,"Quadriceps, Glutes",Kettlebell,Advanced,Forearms,Grip Strength,Decline dumbbell flyes,18.20667265,2495.1,0.4995551281,2.931018301,0.8725928808,0.9219820142,-191.07,33.04498836,942.5286,5.94E+19,Low
19.25,Female,111.09,1.91,161.24,149.29,54.2,1.31,864.6,Yoga,26.70055681,2.91,2.02,1,30.45,1.99,-0.01,150.86,60.08,40.42,2992,Other,Lunch,Vegetarian,45.9,358.91,81.42,159.85,Raw,33.38,76.76,2.03,Pull-ups,5.01,22.03,Builds unilateral leg strength and balance,363.6,Quadriceps,Resistance Band,Advanced,Arms,Upper,Bird dog,30.45146789,1207.54,0.4997267171,0.5408227563,0.8883594918,0.9258868767,2127.4,81.42835144,952.632,1.18E+20,Very High
31.29,Female,60.23,1.77,186.85,126.3,55.94,1.73,2475.8,HIIT,20.95949852,2.69,3.99,3.01,19.22,4.01,0,261.09,103.88,69.9,1981,Other,Snack,Low-Carb,4.11,240.6,27.66,490.65,Roasted,19.81,67.51,4.17,Incline Push-ups,5,22.96,Improves core stability,361.73,Calves,Box or Platform,Beginner,Back,Posterior,Bent-over rows,19.2249992,2088.98,0.4999377687,1.724721899,0.5374684898,0.67594327,-494.8,47.60609404,1251.5858,1.13E+20,Very High
19.93,Male,75.99,1.78,197,133.36,52.9,1.41,1351.34,Cardio,28.05933905,2.01,3.97,1.98,23.98,4,-0.02,249.17,100.84,66.62,2279,Other,Dinner,Balanced,14.8,387.64,278.52,258.36,Boiled,34.49,113.42,2.39,Deadlifts,3.99,15.95,Targets abdominal muscles,351.98,"Core, Shoulders, Hips",Parallel Bars or Chair,Advanced,Legs,Middle,Pull-ups,23.98371418,1999.62,0.4984347026,1.327016713,0.5583622484,0.6769543147,927.66,54.66770825,992.5836,9.06E+19,High
28.1,Male,79.2,1.59,181.21,130.11,54.15,1.48,1951.97,HIIT,31.12773099,1.5,2.98,1.99,31.33,2,0.01,209.79,83.67,55.44,2089,Other,Breakfast,Low-Carb,17.62,144.54,180.84,290.7,Fried,9.82,96.71,1.51,Dead Bugs,5,16,Improves cardiovascular fitness,358.59,Quadriceps,"Bench, Barbell",Intermediate,Forearms,Quads,Plate pinch,31.32787469,1672.8,0.5016499283,1.056439394,0.5978277979,0.7180067325,137.03,54.54683706,1061.4264,1.05E+20,High
45.82,Male,54,1.72,194.12,161.23,72.97,0.91,601.69,Yoga,19.01538249,2.89,2,1.02,18.25,1.99,0.02,168.9,67.94,44.7,1448,Other,Snack,Keto,0.83,1717.92,119.83,247.04,Roasted,57.6,10.1,4.18,Bicep Curls,4.02,25.06,Strengthens back and legs,335.24,Quadriceps,Resistance Band,Advanced,Forearms,Grip Strength,Incline dumbbell press,18.25310979,1349.66,0.5005705141,1.258148148,0.7285183657,0.8305687204,846.31,43.73169346,610.1368,6.08E+19,Low
25.4,Male,53.71,1.53,174.94,148.03,54.03,1.14,1380.65,HIIT,27.48183541,1.68,3.04,1.01,22.94,3.01,0.01,278.68,110.88,74.29,1557,Other,Breakfast,Vegan,30.86,1835.36,253.6,168.36,Fried,8.16,112.84,3.48,Resistance Band Pull-Aparts,4.98,18.06,Strengthens shoulders,365.77,"Quadriceps, Calves, Glutes",Bench or Chair,Intermediate,Back,Lower,Lateral raises,22.94416677,2226.85,0.5005815389,2.064420034,0.7774377636,0.8461758317,176.35,38.9495062,833.9556,1.24E+20,Very High
36.94,Female,54.44,1.57,169.92,149.91,62.23,1.3,1145.04,Cardio,26.11501536,2.39,3.01,1.01,22.09,3.02,-0.03,204.55,82.28,54.34,1435,Other,Snack,Vegan,0.29,320.53,132.3,218.29,Grilled,55.2,67.46,1.35,Dips,5.02,21.04,Strengthens triceps and chest,343.71,"Shoulders, Triceps",None or Dumbbells,Beginner,Forearms,Triceps,Incline dumbbell press,22.08608869,1636.38,0.5000061111,1.511388685,0.8141888755,0.8822387006,289.96,40.22298564,893.646,7.46E+19,Medium
37.9,Female,88.39,1.79,181.99,137.64,67.98,1.73,1800.58,Cardio,29.35860783,3.49,5.01,3.01,27.59,3.01,3.97,430.11,172.67,114.48,2518,Other,Breakfast,Balanced,42.88,851.79,17.17,308.22,Steamed,28.89,42.54,1.13,Dead Bugs,3.99,21.95,Improves core stability and balance,372.46,"Upper Chest, Triceps",Bench or Step,Advanced,Forearms,Grip Strength,Decline dumbbell flyes,27.58652976,3441.44,0.4999186387,1.953501527,0.6109990352,0.7563052915,717.42,62.43992654,1288.7116,1.44E+20,Very High
18.11,Male,63.8,1.59,185.06,125.23,49.83,1.87,1457.48,Yoga,23.03680894,2.68,3.98,2.99,25.24,1.99,0.01,215.17,85.84,56.77,1589,Other,Lunch,Vegetarian,45.04,2440.24,26.32,238.14,Fried,50.15,94.32,4.79,Tricep Extensions,5,25,Targets abdominal muscles,352.49,"Chest, Triceps, Shoulders",Resistance Band,Intermediate,Shoulders,Anterior,Seated calf raises,25.2363435,1714.97,0.5018630063,1.345454545,0.5575685869,0.6766994488,131.52,49.1025159,1318.3126,9.16E+19,High
40.92,Male,82.6,1.66,177.12,138.76,73.94,1.97,2819.27,HIIT,27.83532694,3.48,4.99,3.01,29.98,4,1.99,264.99,106.05,70.64,2292,Other,Lunch,Vegetarian,45.24,609.35,81.64,214.56,Baked,27.74,5.76,3.07,Prone Cobras,4.01,14.91,Combines lower body and upper body strength,346.55,Full Core,Step or Box,Advanced,Abs,Posterior,Pull-ups,29.97532298,2119.92,0.5,1.283898305,0.6282225237,0.7834236676,-527.27,59.60801995,1365.407,7.98E+19,Medium
47.84,Female,66.39,1.61,160.17,150.98,73.96,0.62,750.88,HIIT,25.80570891,1.51,2,1.01,25.61,3.02,-0.02,209.06,83.5,55.61,1810,Other,Lunch,Low-Carb,27.42,1202.11,268.53,268.66,Baked,9.24,111.42,2.66,Leg Press,5.01,22.05,Strengthens lower abs and hip flexors,365.84,"Back, Core, Shoulders",None or Dumbbell,Intermediate,Back,Grip Strength,Bent-over lateral raises,25.61243779,1670.73,0.5005237232,1.257719536,0.8933998376,0.9426234626,1059.12,49.25758985,453.6416,1.24E+20,Very High
50,Male,69.38,1.68,181.53,134.83,51.19,1.19,1047.2,Cardio,29.38934878,2.04,1.99,1,24.58,2,0.02,202.01,81.77,54.39,1888,Other,Dinner,Balanced,19.57,451.86,300.68,305.64,Grilled,48.17,55.15,1.67,Plank,3.99,22.02,Builds unilateral leg strength and balance,367.85,"Back, Biceps",Dumbbells or Barbell,Intermediate,Forearms,Middle,Cable crossovers,24.5819161,1624.63,0.4973686316,1.178581724,0.6417063066,0.7427422465,840.8,48.98966982,875.483,1.30E+20,Very High
35.04,Female,85.55,1.85,185.18,135.26,54.96,1.78,2081,Strength,26.15886045,3.5,5.04,2.99,25,3,0.02,163.64,65.68,44.29,2217,Other,Breakfast,Vegetarian,24.94,1021.88,73.99,236.51,Grilled,52.17,29.54,1.53,Tricep Extensions,4,23.11,Targets lower abs,356.32,"Core, Shoulders, Hips",Bench or Step,Intermediate,Shoulders,Quads,Hammer curl,24.9963477,1315.89,0.4974275965,0.7677381648,0.6166487483,0.7304244519,136,63.17109489,1268.4992,1.00E+20,High
56.93,Female,83.27,1.65,172.08,165.98,67,1.57,2243.37,HIIT,30.37683772,3.5,3.98,2.99,30.59,2.99,0,197.22,79.18,52.88,2157,Other,Breakfast,Keto,14.39,1247.31,104.53,161.01,Baked,46.49,58.06,2.3,Plyo Squats,4.99,17.04,Builds upper body strength,340.39,"Core, Lower Back",Box or Platform,Intermediate,Abs,Lower Chest,Hammer curls,30.58585859,1581.52,0.4988112702,0.9508826708,0.9419489912,0.9645513715,-86.37,57.97520723,1068.8246,6.89E+19,Medium
54.14,Female,78.98,1.66,194.75,130.72,54.66,1.42,1365.47,Cardio,30.76862891,2.59,3.01,2.02,28.66,2,0.01,237.99,95.88,63.89,1956,Other,Breakfast,Vegetarian,45.28,1816.25,214.13,98.83,Fried,44.77,40.23,1.5,Rows,4.01,21.06,Isolates and strengthens triceps,334.73,"Obliques, Core",Dumbbells,Advanced,Chest,Grip Strength,Lateral raises,28.66163449,1910.49,0.4982805458,1.213978222,0.5429366836,0.6712195122,590.53,54.67893688,950.6332,6.01E+19,Low
26.25,Female,85.27,1.68,189.12,157.22,71.92,1.96,2289.67,Strength,31.64592427,3.5,5.04,2.98,30.21,4,-0.01,253.89,100.96,67.65,2312,Other,Breakfast,Keto,42.9,1610.01,194.6,127.92,Raw,22.07,36.14,1.02,Incline Push-ups,5,24.02,Improves lower back strength,336.24,"Lower Chest, Triceps",Parallel Bars or Chair,Beginner,Legs,Posterior,Triceps pushdowns,30.21187642,2028.25,0.5007075065,1.184003753,0.7278156997,0.8313240271,22.33,58.28552037,1318.0608,6.23E+19,Low
51.88,Female,85.03,1.74,182.38,145.53,55.97,1.84,1910.66,Cardio,31.04090865,3.51,4.03,2.98,28.08,2.98,-0.01,253.96,101.35,68.24,2366,Other,Breakfast,Low-Carb,5.47,836.77,289.22,377.32,Grilled,36.29,52.73,2.14,Plank,4.99,24.02,Improves core stability and balance,338,"Triceps, Chest",Dumbbells,Intermediate,Back,Quads,Preacher curls,28.08495178,2035.4,0.4990861747,1.191932259,0.7084882525,0.7979493366,455.34,58.63591537,1243.84,6.50E+19,Medium
